1710658403.310237,459.0
1710658409.8364067,508.0
1710658413.3106556,480.0
1710658418.313109,495.0
1710658423.3235579,524.0
1710658428.319079,508.0
1710658433.3151643,560.0
1710658438.329029,508.0
1710658443.3223567,560.0
1710658448.3171694,589.0
1710658453.3226414,534.0
1710658458.3202004,560.0
1710658463.3402858,543.0
1710658468.3220625,552.0
1710658473.3363168,534.0
1710658478.3249578,534.0
1710658483.3253908,529.0
1710658488.3251014,508.0
1710658493.3264017,524.0
1710658498.3305218,502.0
1710658503.3305967,517.0
1710658508.3287454,502.0
1710658513.328568,540.0
1710658518.3334515,529.0
1710658523.3362312,569.0
1710658528.332555,487.0
1710658533.334916,524.0
1710658538.3348205,534.0
1710658543.3351417,508.0
1710658548.3372574,497.0
1710658553.3386111,540.0
1710658558.337948,560.0
1710658563.339528,534.0
1710658568.3396401,543.0
1710658573.340962,560.0
1710658578.3409116,534.0
1710658583.3522198,543.0
1710658588.344913,560.0
1710658593.3536208,596.0
1710658598.3498843,611.0
1710658603.3511865,715.0
1710658608.3480458,659.0
1710658613.3592556,740.0
1710658618.366903,715.0
1710658623.350549,623.0
1710658628.3592353,631.0
1710658633.3542917,602.0
1710658638.3523088,623.0
1710658643.368188,659.0
1710658648.3581216,746.0
1710658653.3561776,795.0
1710658658.357104,813.0
1710658663.369845,863.0
1710658668.3586226,774.0
1710658673.3593216,715.0
1710658678.3606362,692.0
1710658683.361905,602.0
1710658688.3621514,650.0
1710658693.3640776,719.0
1710658698.3696485,708.0
1710658703.3658624,774.0
1710658708.3660393,840.0
1710658713.372767,834.0
1710658718.3872273,617.0
1710658723.3702881,719.0
1710658728.374314,821.0
1710658733.3714328,752.0
1710658738.3765922,821.0
1710658743.3732264,783.0
1710658748.3743584,2234.0
1710658753.3735726,1612.0
1710658758.3855627,2068.0
1710658763.3774889,1728.0
1710658768.3762057,1277.0
1710658773.3782248,1376.0
1710658778.3816414,1487.0
1710658783.3879411,1277.0
1710658788.380784,1086.0
1710658793.3837938,1102.0
1710658798.3830922,885.0
1710658803.3937526,840.0
1710658808.3954515,795.0
1710658813.3858407,821.0
1710658818.4179795,740.0
1710658823.390722,700.0
1710658828.388094,708.0
1710658833.3896086,708.0
1710658838.3983006,746.0
1710658843.391001,643.0
1710658848.3947115,700.0
1710658853.395076,638.0
1710658858.3951209,692.0
1710658863.3956623,715.0
1710658868.4019148,668.0
1710658873.3967128,668.0
1710658878.396406,581.0
1710658883.4035647,631.0
1710658888.398936,650.0
1710658893.4008825,659.0
1710658898.4030967,638.0
1710658903.4123533,659.0
1710658908.404719,719.0
1710658913.4055626,578.0
1710658918.4056294,668.0
1710658923.4059072,650.0
1710658928.4072092,659.0
1710658933.4066682,668.0
1710658938.4106352,668.0
1710658943.4114678,675.0
1710658948.4092078,623.0
1710658953.4115984,682.0
1710658958.4128394,765.0
1710658963.412983,682.0
1710658968.41392,719.0
1710658973.4155793,719.0
1710658978.417952,795.0
1710658983.4190645,795.0
1710658988.4176881,977.0
1710658993.4285917,1062.0
1710658998.418578,1140.0
1710659003.4215243,1128.0
1710659008.4399946,1255.0
1710659013.4252074,1255.0
1710659018.423279,1207.0
1710659023.430997,1728.0
1710659028.4339497,1835.0
1710659033.4267704,1654.0
1710659038.4301786,1503.0
1710659043.4302824,1462.0
1710659048.4306288,1345.0
1710659053.4325135,1191.0
1710659058.4384434,1207.0
1710659063.4315028,1207.0
1710659068.4335241,1191.0
1710659073.434127,1242.0
1710659078.4351435,1207.0
1710659083.436198,1191.0
1710659088.4380195,1191.0
1710659093.4369762,1242.0
1710659098.4391973,1242.0
1710659103.4395761,1178.0
1710659108.4408026,1277.0
1710659113.4445932,1291.0
1710659118.4427352,1255.0
1710659123.4444525,1345.0
1710659128.4464574,1345.0
1710659133.445206,1291.0
1710659138.4492557,1242.0
1710659143.4467049,1345.0
1710659148.4486666,1360.0
1710659153.4481149,1324.0
1710659158.4526505,1376.0
1710659163.4504662,1376.0
1710659168.4517257,1404.0
1710659173.4541578,1255.0
1710659178.452824,1436.0
1710659183.45449,1462.0
1710659188.458589,1420.0
1710659193.4579196,1487.0
1710659198.4767952,1487.0
1710659203.4594505,1487.0
1710659208.4606745,1360.0
1710659213.461433,1503.0
1710659218.4620013,1521.0
1710659223.4652724,1580.0
1710659228.4631724,1562.0
1710659233.4646943,1544.0
1710659238.4641783,1580.0
1710659243.4664817,1521.0
1710659248.4672987,1580.0
1710659253.4676523,1544.0
1710659258.469363,1436.0
1710659263.4710932,1487.0
1710659268.4698489,1462.0
1710659273.4705303,1462.0
1710659278.4734762,1360.0
1710659283.47491,1462.0
1710659288.4749308,1462.0
1710659293.4754686,1420.0
1710659298.4766748,1487.0
1710659303.4778419,1436.0
1710659308.4792855,1436.0
1710659313.4794548,1404.0
1710659318.4806733,1562.0
1710659323.4821515,1521.0
1710659328.4817789,1503.0
1710659333.483141,1487.0
1710659338.484166,1544.0
1710659343.4864078,1487.0
1710659348.4864578,1404.0
1710659353.4863107,1487.0
1710659358.4873683,1376.0
1710659363.4901464,1376.0
1710659368.489493,1420.0
1710659373.495802,1503.0
1710659378.4900255,1544.0
1710659383.4920645,1706.0
1710659388.4927962,1612.0
1710659393.4932637,1580.0
1710659398.495883,1503.0
1710659403.4971533,1487.0
1710659408.4997633,1436.0
1710659413.4971702,1544.0
1710659418.4979484,1521.0
1710659423.5084212,1654.0
